Fiscal Year,Service (Cabinet),Department,Program #,Program,Expense Type,ACCT #,Expense Category (Account),Fund,Amount
2014,Operations,Property Management Department,180900,Capital Construction,Equipment,55900,Misc Equipment,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Personnel Services,51000,Permanent Employees,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Personnel Services,51200,Overtime,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Personnel Services,51700,Workers' Compensation,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Contractual Services,52100,Communications,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Contractual Services,52500,Garbage/Waste Removal,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Contractual Services,52900,Contracted Services,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Supplies & Materials,53700,Clothing Allowance,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Current Charges & Obligations,54900,Current Charges,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Equipment,55400,Lease Purchase,General Fund,$0.00
2014,Operations,Public Facilities Department,181100,PFD Capital Construction,Equipment,55900,Misc Equipment,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$615666.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Personnel Services,51100,Emergency Employees,General Fund,$7990.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Personnel Services,51200,Overtime,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Personnel Services,51700,Workers' Compensation,General Fund,$59094.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Contractual Services,52100,Communications,General Fund,$17482.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1829.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Contractual Services,52800,Transportation of Persons,General Fund,$1950.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Contractual Services,52900,Contracted Services,General Fund,$17447.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Supplies & Materials,53200,Food Supplies,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$10409.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Supplies & Materials,53700,Clothing Allowance,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Current Charges & Obligations,54400,Legal Liability Premium,General Fund,$5172.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Current Charges & Obligations,54900,Current Charges,General Fund,$1360.00
2014,Civic Engagement,Elderly Commission,387100,Administration,Equipment,55900,Misc Equipment,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Personnel Services,51000,Permanent Employees,General Fund,$107338.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Personnel Services,51200,Overtime,General Fund,$294.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Contractual Services,52800,Transportation of Persons,General Fund,$4205.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Contractual Services,52900,Contracted Services,General Fund,$47703.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Supplies & Materials,53200,Food Supplies,General Fund,$26820.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Supplies & Materials,53700,Clothing Allowance,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387200,Community Relations,Current Charges & Obligations,54900,Current Charges,General Fund,$51241.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Personnel Services,51000,Permanent Employees,General Fund,$1203663.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Personnel Services,51200,Overtime,General Fund,$14089.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Contractual Services,52100,Communications,General Fund,$641.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$56761.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Contractual Services,52800,Transportation of Persons,General Fund,$8077.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Contractual Services,52900,Contracted Services,General Fund,$3985.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$103252.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Supplies & Materials,53700,Clothing Allowance,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$12664.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Current Charges & Obligations,54900,Current Charges,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Equipment,55000,Automotive Equipment,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387300,Elderly Transportation,Equipment,55400,Lease Purchase,General Fund,$0.00
2014,Civic Engagement,Elderly Commission,387400,Program Services,Personnel Services,51000,Permanent Employees,General Fund,$517656.00
2014,Civic Engagement,Elderly Commission,387400,Program Services,Personnel Services,51200,Overtime,General Fund,$5422.00
2014,Civic Engagement,Elderly Commission,387400,Program Services,Contractual Services,52800,Transportation of Persons,General Fund,$2728.00
2014,Civic Engagement,Elderly Commission,387400,Program Services,Supplies & Materials,53700,Clothing Allowance,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$376402.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Personnel Services,51600,Unemployment Compensation,General Fund,$1817.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Contractual Services,52100,Communications,General Fund,$28094.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$2295.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Contractual Services,52900,Contracted Services,General Fund,$3114.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$3457.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$246.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Current Charges & Obligations,54900,Current Charges,General Fund,$448.00
2014,Civic Engagement,Neighborhood Services,412100,Administration,Equipment,55900,Misc Equipment,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412200,Neighborhood Services,Personnel Services,51000,Permanent Employees,General Fund,$765839.00
2014,Civic Engagement,Neighborhood Services,412200,Neighborhood Services,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412200,Neighborhood Services,Contractual Services,52100,Communications,General Fund,$567.00
2014,Civic Engagement,Neighborhood Services,412200,Neighborhood Services,Contractual Services,52900,Contracted Services,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412200,Neighborhood Services,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$1940.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Personnel Services,51000,Permanent Employees,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Contractual Services,52100,Communications,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Contractual Services,52900,Contracted Services,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412300,City Hall to Go,Equipment,55900,Misc Equipment,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412400,Boston 311,Personnel Services,51000,Permanent Employees,General Fund,$0.00
2014,Civic Engagement,Neighborhood Services,412400,Boston 311,Personnel Services,51100,Emergency Employees,General Fund,$0.00
